BRCH,RT_NO,SETY,STYPE,SERV,ROUTENAME,ROUTE_NO,FROM1,TO1,DEP_TIME,ARR_TIME
PDR,3A,B,SLF,C,PBS-INTEGRATED B.S.,3A,INTEGRATED B.S.,PBS,21.20,22.05
PDR,3A,B,SLF,C,PBS-INTEGRATED B.S.,3A,PBS,INTEGRATED B.S.,22.10,22.40
PDR,3A,B,SLF,C,PBS-INTEGRATED B.S.,2G/,INTEGRATED B.S.,PUDUR,22.45,22.55
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,100,BCB(DEPOT),PBS,5.30,5.40
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,PBS,INTEGRATED B.S.,5.45,6.13
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,INTEGRATED B.S.,PBS,6.15,6.48
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,PBS,INTEGRATED B.S.,6.50,7.23
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,INTEGRATED B.S.,PBS,7.25,8.00
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3G,PBS,VALAR NAGAR,8.20,9.00
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3G,VALAR NAGAR,PBS,9.05,9.45
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,PBS,INTEGRATED B.S.,9.50,10.25
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,INTEGRATED B.S.,PBS,10.27,11.02
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,PBS,INTEGRATED B.S.,11.05,11.40
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,INTEGRATED B.S.,PBS,11.55,12.33
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,PBS,INTEGRATED B.S.,12.50,13.25
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,INTEGRATED B.S.,PBS,13.30,14.05
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,PBS,INTEGRATED B.S.,14.10,14.40
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,INTEGRATED B.S.,PBS,14.42,15.12
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,PBS,INTEGRATED B.S.,15.15,15.45
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,INTEGRATED B.S.,PBS,15.47,16.20
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,PBS,INTEGRATED B.S.,16.35,17.13
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,INTEGRATED B.S.,PBS,17.15,17.53
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3G,PBS,VALAR NAGAR,17.55,18.40
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3G,VALAR NAGAR,PBS,18.45,19.30
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,PBS,INTEGRATED B.S.,19.35,20.10
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,INTEGRATED B.S.,PBS,20.15,20.53
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,PBS,INTEGRATED B.S.,21.10,21.47
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,3C,INTEGRATED B.S.,PBS,21.50,22.23
BCB,3C,B,SLF,C,PBS-INTEGRATED B.S.,100,PBS,BCB(DEPOT),22.25,22.35
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,3H/,ELLIS NAGAR,PBS,4.45,4.55
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,42T,PBS,THINDIYUR,5.00,5.45
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,42T,THINDIYUR,PBS,6.05,6.50
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,26T,PBS,K.PERUMALPATTI,7.20,8.45
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,26T,K.PERUMALPATTI,PBS,8.50,10.25
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,3H/,PBS,ELLIS NAGAR,10.35,10.50
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,3H/,ELLIS NAGAR,PBS,10.55,11.10
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,48PT,PBS,THIRUMANGALAM,11.15,11.55
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,48PT,THIRUMANGALAM,PBS,12.00,12.40
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,3H/,PBS,ELLIS NAGAR,12.45,13.05
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,3H/,ELLIS NAGAR,PBS,13.30,13.50
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,3H/,PBS,ELLIS NAGAR,13.55,14.10
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,3H/,ELLIS NAGAR,PBS,14.15,14.30
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,42Q,PBS,POTTAPANAIYUR,15.00,15.45
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,42Q,POTTAPANAIYUR,PBS,15.50,16.35
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,26T,PBS,K.PERUMALPATTI,16.40,18.05
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,26T,K.PERUMALPATTI,PBS,18.10,19.35
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,42T,PBS,THINDIYUR,19.53,20.43
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,42T,THINDIYUR,PBS,20.50,21.40
BCB,3H,A,EXP,C,ELLIS NAGAR-ANUPPANADI,3H/,PBS,ELLIS NAGAR,21.45,22.05
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,5.40,6.10
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,6.20,6.50
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,7.10,7.40
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,7.50,8.20
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,8.30,9.00
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,9.10,9.40
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,9.50,10.20
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,10.30,11.00
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,11.20,11.50
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,12.00,12.30
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,12.40,13.10
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,13.20,13.50
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,14.00,14.30
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,14.40,15.10
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,15.30,16.00
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,16.10,16.40
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,16.50,17.20
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,17.30,18.00
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,18.10,18.40
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,18.50,19.20
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,19.40,20.10
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,20.20,20.50
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,21.00,21.30
PON,3V,A,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,21.40,22.10
PDR,3V,D,EXP,C,PBS-VANDIYUR,,PUDUR,VANDIYUR,6.40,7.10
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,7.20,7.50
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,8.10,8.40
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,8.50,9.20
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,9.30,10.00
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,10.10,10.40
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,10.50,11.20
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,11.30,12.00
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,12.20,12.50
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,13.00,13.30
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,13.40,14.10
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,14.20,14.50
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,15.00,15.30
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,15.40,16.10
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,16.30,17.00
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,17.10,17.40
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,17.50,18.20
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,18.30,19.00
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,19.10,19.40
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,19.50,20.20
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,20.40,21.10
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,VANDIYUR,PBS,21.20,21.50
PDR,3V,D,EXP,C,PBS-VANDIYUR,3V,PBS,VANDIYUR,22.00,22.30
PDR,3V,D,EXP,C,PBS-VANDIYUR,,VANDIYUR,PUDUR,22.40,23.10
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,7/,PBS,ARAPPALAYAM,5.15,5.25
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,32,ARAPPALAYAM,LADANENDHAL,5.30,6.40
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,32VL,LADANENDHAL,VELAMMALA HOSPITAL,6.45,7.35
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,12F,VELAMMAL HOSPITAL,KOCHADAI,7.50,8.30
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,12F,KOCHADAI,VELAMMAL HOSPITAL,8.35,9.25
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,4VH,VELAMMAL HOSPITAL,PBS,9.40,10.20
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,4VH,PBS,VELAMMAL HOSPITAL,10.25,10.55
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,32VL,VELAMMAL HOSPITAL,LADANENDHAL,11.05,11.55
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,32,LADANENDHAL,ARAPPALAYAM,12.00,13.10
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,13.40,14.25
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,14.30,15.10
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,4VHX,ARAPPALAYAM,VELAMMAL HOSPITAL,15.30,16.20
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,4VH,VELAMMAL HOSPITAL,PBS,16.25,17.00
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,4VH,PBS,VELAMMAL HOSPITAL,17.05,17.40
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,4VH,VELAMMAL HOSPITAL,PBS,17.45,18.20
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,4VH,PBS,VELAMMAL HOSPITAL,18.25,19.00
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,4VH,VELAMMAL HOSPITAL,PBS,19.15,19.50
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,4B,PBS,VIRAHANUR RINGROAD,19.55,20.25
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,4B,VIRAHANUR RINGROAD,PBS,20.30,21.00
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,4B,PBS,VIRAHANUR RINGROAD,21.05,21.35
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,21.35,22.10
BCB,4,A,SLF,C,ARPM-VIRAHANUR RINGROAD,7/,ARAPPALAYAM,PBS,22.15,22.25
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,C2X,BCB(DEPOT),ARAPPALAYAM,5.55,6.00
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,7/,ARAPPALAYAM,PBS,6.03,6.13
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,7/,PBS,ARAPPALAYAM,6.15,6.25
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,7/,ARAPPALAYAM,PBS,6.30,6.40
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,29H,PBS,SATHIYAMOORTHY NAGAR,6.55,7.20
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4L,SATHIYAMOORTHY NAGAR,PULIYANKULAM,7.25,8.25
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4LX,PULIYANKULAM,ARAPPALAYAM,8.30,9.15
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,9.20,10.00
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,10.15,11.10
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,11.10,11.45
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,12.00,12.45
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,12.50,13.35
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,13.40,14.25
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,14.30,15.15
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,15.20,16.05
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,16.20,17.05
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,17.10,17.55
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,18.00,18.45
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,18.50,19.35
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,19.40,20.25
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,20.30,21.15
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,21.30,22.15
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,22.20,23.00
BCB,4,B,SLF,C,ARPM-VIRAHANUR RINGROAD,C2X,ARAPPALAYAM,BCB(DEPOT),23.02,23.10
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,100,BCB(DEPOT),PBS,6.00,6.08
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,32H,PBS,KOTHANGULAM,6.10,7.20
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,32HA,KOTHANGULAM,ARAPPALAYAM,7.25,8.45
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,8.55,9.40
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,9.45,10.30
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,10.45,11.30
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,11.35,12.20
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,12.25,13.10
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,13.15,14.00
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,14.05,14.50
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,14.55,15.40
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,15.55,16.40
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,4B,VIRAHANUR RINGROAD,PBS,16.45,17.10
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,32H,PBS,KOTHANGULAM,17.20,18.30
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,32H,KOTHANGULAM,PBS,18.35,19.45
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,4B,PBS,VIRAHANUR RINGROAD,19.50,20.15
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,20.20,21.00
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,21.10,21.50
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,21.55,22.35
BCB,4,C,SLF,C,ARPM-VIRAHANUR RINGROAD,C2X,ARAPPALAYAM,BCB(DEPOT),22.37,22.45
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,17J,PBS,OORMECHIKULAM,6.05,6.45
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,17J,OORMECHIKULAM,PBS,6.50,7.30
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,43J,PBS,MILAGARANAI,7.35,8.05
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,43J,MILAGARANAI,PBS,8.10,8.45
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,7/,PBS,ARAPPALAYAM,8.50,8.90
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,9.10,9.55
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,10.00,10.45
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,11.00,11.45
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,11.50,12.35
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,12.40,13.25
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,13.30,14.15
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,14.20,15.05
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,15.10,15.55
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,7/,ARAPPALAYAM,PBS,16.10,16.20
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,17J,PBS,OORMECHIKULAM,16.25,17.05
PON,4,D,SLF,S,ARPM-VIRAHANUR RINGROAD,17J,OORMECHIKULAM,PBS,17.10,17.50
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,43J,PBS,MILAGARANAI,18.00,18.35
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,43J,MILAGARANAI,PBS,18.40,19.10
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,4B,PBS,VIRAHANUR RINGROAD,19.25,20.00
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,20.05,21.00
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,21.20,22.05
PON,4,D,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,22.10,22.45
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,7/,PBS,ARAPPALAYAM,5.10,5.20
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,5.25,6.05
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,6.10,6.50
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,32FMX,ARAPPALAYAM,MELA CHORIKULAM,7.00,8.25
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,32FMX,MELA CHORIKULAM,ARAPPALAYAM,8.30,10.00
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,10.20,11.05
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,11.25,12.10
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,12.15,13.00
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,13.05,13.50
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,13.55,14.40
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,14.45,15.30
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,32FMX,ARAPPALAYAM,MELA CHORIKULAM,15.35,17.05
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,32FMX,MELA CHORIKULAM,ARAPPALAYAM,17.10,18.40
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,19.15,20.00
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,20.05,20.50
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,20.55,21.40
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,21.45,22.20
PON,4,E,SLF,C,ARPM-VIRAHANUR RINGROAD,7/,ARAPPALAYAM,PBS,22.25,22.35
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,29CX,PBS,OORMECHIKULAM,4.45,5.15
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,29N,OORMEDCHIKULAM,VIRAHANUR RINGROAD,5.20,6.10
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,4B,VIRAHANUR RINGROAD,PBS,6.15,6.40
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,70D,PBS,ALAGAPURI,6.45,7.40
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,70D,ALAGAPURI,PBS,7.45,8.30
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,4B,PBS,VIRAHANUR RINGROAD,8.40,9.05
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,29N,VIRAHANUR RINGROAD,OORMECHIKULAM,9.10,10.10
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,29N,OORMECHIKULAM,VIRAHANUR RINGROAD,10.15,11.15
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,4B,VIRAHANUR RINGROAD,PBS,11.20,11.50
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,4B,PBS,VIRAHANUR RINGROAD,12.05,12.35
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,12.40,13.25
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,13.30,14.15
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,14.20,15.05
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,15.20,16.05
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,29N,VIRAHANUR RINGROAD,OORMECHIKULAM,16.10,17.10
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,29N,OORMECHIKULAM,VIRAHANUR RINGROAD,17.15,18.15
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,4B,VIRAHANUR RINGROAD,PBS,18.20,18.50
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,4B,PBS,VIRAHANUR RINGROAD,18.55,19.25
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,19.30,20.15
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,4,ARAPPALAYAM,VIRAHANUR RINGROAD,20.30,21.15
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,4,VIRAHANUR RINGROAD,ARAPPALAYAM,21.20,21.55
BCB,4,F,SLF,C,ARPM-VIRAHANUR RINGROAD,7/,ARAPPALAYAM,PBS,22.00,22.10
PON,4,G,EXP,C,ARPM-VIRAHANUR RINGROAD,4X,PBS,THEPPAKULAM,6.00,6.20
PON,4,G,EXP,C,ARPM-VIRAHANUR RINGROAD,32JJ,THEPPAKULAM,S.VAGAIKULAM,6.20,7.45
