BRCH,RT_NO,SETY,STYPE,SERV,ROUTENAME,ROUTE_NO,FROM1,TO1,DEP_TIME,ARR_TIME
SVN,68/,A,LSS,C,PBS-MANNADIMANGALAM,68/,MANNADIMANGALAM,PBS,6.50,7.55
SVN,68/,A,LSS,C,PBS-MANNADIMANGALAM,68/,PBS,MANNADIMANGALAM,8.10,9.15
SVN,68/,A,LSS,C,PBS-MANNADIMANGALAM,68/,MANNADIMANGALAM,PBS,9.20,10.25
SVN,68/,A,LSS,C,PBS-MANNADIMANGALAM,68/,PBS,MANNADIMANGALAM,11.05,12.10
SVN,68/,A,LSS,C,PBS-MANNADIMANGALAM,68/,MANNADIMANGALAM,PBS,12.15,13.20
SVN,68/,A,LSS,C,PBS-MANNADIMANGALAM,54/,PBS,SHOLAVANDAN,13.30,14.20
SVN,68/,A,LSS,C,PBS-MANNADIMANGALAM,68/X,SHOLAVANDAN,MANNADIMANGALAM,14.25,14.40
SVN,68/,A,LSS,C,PBS-MANNADIMANGALAM,68/,MANNADIMANGALAM,PBS,14.55,16.00
SVN,68/,A,LSS,C,PBS-MANNADIMANGALAM,68/,PBS,MANNADIMANGALAM,16.30,17.35
SVN,68/,A,LSS,C,PBS-MANNADIMANGALAM,68/,MANNADIMANGALAM,PBS,17.45,18.50
SVN,68/,A,LSS,C,PBS-MANNADIMANGALAM,68/,PBS,MANNADIMANGALAM,19.20,20.25
SVN,68/,A,LSS,C,PBS-MANNADIMANGALAM,68/,MANNADIMANGALAM,PBS,20.40,21.45
SVN,68/,A,LSS,C,PBS-MANNADIMANGALAM,54/,PBS,SHOLAVANDAN,22.15,23.05
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,PBS,MELACHINNANAMPATTI,6.10,7.00
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,MELACHINNANAMPATTI,PBS,7.10,8.05
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,PBS,MELACHINNANAMPATTI,8.10,9.05
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,MELACHINNANAMPATTI,PBS,9.15,10.10
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,PBS,MELACHINNANAMPATTI,10.40,11.35
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,MELACHINNANAMPATTI,PBS,11.40,12.35
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,PBS,MELACHINNANAMPATTI,12.50,13.45
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,MELACHINNANAMPATTI,PBS,13.50,14.45
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,PBS,MELACHINNANAMPATTI,14.50,15.40
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,MELACHINNANAMPATTI,PBS,15.45,16.35
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,PBS,MELACHINNANAMPATTI,16.40,17.30
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,MELACHINNANAMPATTI,PBS,17.35,18.30
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,PBS,MELACHINNANAMPATTI,18.55,19.50
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,MELACHINNANAMPATTI,PBS,19.55,20.45
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,PBS,MELACHINNANAMPATTI,21.10,22.05
ENR,69,A,EXP,C,PBS-MELACHINNANAMPATTI,69,MELACHINNANAMPATTI,PBS,22.10,23.05
ENR,69A,A,EXP,C,PBS-KONDAIYAMPATTI,69A,KONDAYAMPATTI,PBS,6.00,6.55
ENR,69A,A,EXP,C,PBS-KONDAIYAMPATTI,69A,PBS,KONDAYAMPATTI,7.10,8.05
ENR,69A,A,EXP,C,PBS-KONDAIYAMPATTI,69A,KONDAYAMPATTI,PBS,8.10,9.05
ENR,69A,A,EXP,C,PBS-KONDAIYAMPATTI,69A,PBS,KONDAYAMPATTI,9.15,10.10
ENR,69A,A,EXP,C,PBS-KONDAIYAMPATTI,69A,KONDAYAMPATTI,PBS,10.25,11.20
ENR,69A,A,EXP,C,PBS-KONDAIYAMPATTI,69A,PBS,KONDAYAMPATTI,11.35,12.30
ENR,69A,A,EXP,C,PBS-KONDAIYAMPATTI,69A,KONDAYAMPATTI,PBS,12.35,13.30
ENR,69A,A,EXP,C,PBS-KONDAIYAMPATTI,69A,PBS,KONDAYAMPATTI,13.35,14.30
ENR,69A,A,EXP,C,PBS-KONDAIYAMPATTI,69A,KONDAYAMPATTI,PBS,14.40,15.35
ENR,69A,A,EXP,C,PBS-KONDAIYAMPATTI,69A,PBS,KONDAYAMPATTI,15.55,16.50
ENR,69A,A,EXP,C,PBS-KONDAIYAMPATTI,69A,KONDAYAMPATTI,PBS,16.55,17.50
ENR,69A,A,EXP,C,PBS-KONDAIYAMPATTI,69A,PBS,KONDAYAMPATTI,17.55,18.50
ENR,69A,A,EXP,C,PBS-KONDAIYAMPATTI,69A,KONDAYAMPATTI,PBS,18.55,19.50
ENR,69A,A,EXP,C,PBS-KONDAIYAMPATTI,69A,PBS,KONDAYAMPATTI,21.50,22.50
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,70,PBS,PERIAILANDAIKULAM,5.35,6.30
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,70,PERIAILANDAIKULAM,PBS,6.45,7.40
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,70,PBS,PERIAILANDAIKULAM,7.50,8.45
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,70,PERIAILANDAIKULAM,PBS,8.50,9.50
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,11F,PBS,NAGANAKULAM,10.10,10.45
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,11F,NAGANAKULAM,PBS,10.50,11.25
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,7/,PBS,ARAPPALAYAM,11.30,11.40
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,7/,ARAPPALAYAM,PBS,11.45,11.55
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,70,PBS,PERIAILANDAIKULAM,12.20,13.15
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,70,PERIAILANDAIKULAM,PBS,13.20,14.15
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,70,PBS,PERIAILANDAIKULAM,14.25,15.15
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,70,PERIAILANDAIKULAM,PBS,15.20,16.15
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,70,PBS,PERIAILANDAIKULAM,16.25,17.20
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,70,PERIAILANDAIKULAM,PBS,17.25,18.20
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,11F,PBS,NAGANAKULAM,18.25,19.00
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,11F,NAGANAKULAM,PBS,19.05,19.40
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,7/,PBS,ARAPPALAYAM,19.45,19.55
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,7/,ARAPPALAYAM,PBS,20.00,20.10
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,70,PBS,PERIAILANDAIKULAM,20.45,21.45
ENR,70,A,EXP,C,PBS-PERIA ELANDHAIKULAM,70,PERIAILANDAIKULAM,PBS,21.50,22.40
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,44J,PBS,CHETTIKULAM,6.00,6.45
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,44J,CHETTIKULAM,PBS,6.50,7.40
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,23L,PBS,KODIMANGALAM,7.55,8.35
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,23L,KODIMANGALAM,PBS,8.40,9.25
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,700A,PBS,HIGH COURT,9.30,10.05
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,700A,HIGH COURT,PBS,10.10,10.45
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,700,PBS,INTEGRATED B.S.,10.50,11.15
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,700,INTEGRATED B.S.,PBS,11.20,11.45
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,62A,PBS,CHINNAKASAMPATTI,12.00,13.10
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,62A,CHINNAKASAMPATTI,PBS,13.15,14.25
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,700,PBS,INTEGRATED B.S.,14.30,14.52
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,700,INTEGRATED B.S.,PBS,14.53,15.15
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,700,PBS,INTEGRATED B.S.,15.20,15.45
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,700,INTEGRATED B.S.,PBS,15.50,16.15
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,62A,PBS,CHINNAKASAMPATTI,16.30,17.50
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,62A,CHINNAKASAMPATTI,PBS,17.55,19.15
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,700,PBS,INTEGRATED B.S.,19.20,19.45
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,700,INTEGRATED B.S.,PBS,19.55,20.18
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,700,PBS,INTEGRATED B.S.,20.30,20.52
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,700,INTEGRATED B.S.,PBS,20.55,21.17
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,700,PBS,INTEGRATED B.S.,21.27,21.49
PON,700,A,SLF,C,PBS-INTEGRATED B.S.,700,INTEGRATED B.S.,PBS,21.55,22.17
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,69B,PBS,VITTANGULAM,5.00,6.00
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,69B,VITTANGULAM,PBS,6.05,7.05
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,44G/,PBS,ARUMBANUR,7.10,7.50
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,44GK,ARUMBANUR,KOCHADAI,7.55,8.45
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,700K,KOCHADAI,HIGH COURT,8.50,9.40
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,700A,HIGH COURT,PBS,9.45,10.20
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,3B,PBS,ANNA NAGAR,10.30,10.55
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,3B,ANNA NAGAR,PBS,11.00,11.25
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,3B,PBS,ANNA NAGAR,11.30,11.55
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,3B,ANNA NAGAR,PBS,12.00,12.25
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,3B,PBS,ANNA NAGAR,12.30,12.55
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,3B,ANNA NAGAR,PBS,13.00,13.25
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,3B,PBS,ANNA NAGAR,13.30,13.55
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,3B,ANNA NAGAR,PBS,14.00,14.25
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,3B,PBS,ANNA NAGAR,14.30,14.55
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,3B,ANNA NAGAR,PBS,15.00,15.25
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,59A,PBS,PONDHUGAMPATTI,15.30,16.30
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,59A,PONDHUGAMPATTI,PBS,16.40,17.40
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,700A,PBS,HIGH COURT,18.00,18.35
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,700K,HIGH COURT,KOCHADAI,18.40,19.30
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,12/,KOCHADAI,PBS,19.35,19.45
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,69B,PBS,VITTANGULAM,19.55,20.55
PON,700,D,SLF,C,PBS-INTEGRATED B.S.,69B,VITTANGULAM,PBS,21.00,22.00
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,2E,PUDUR,ELLIS NAGAR,5.00,5.30
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700E,ELLIS NAGAR,INTEGRATED B.S.,5.35,6.10
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700E,INTEGRATED B.S.,ELLIS NAGAR,6.15,6.40
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,44RX,ELLIS NAGAR,CHATHIRAPATTI,7.00,8.00
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,44RX,CHATHIRAPATTI,ELLIS NAGAR,8.15,9.15
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700F,ELLIS NAGAR,HIGH COURT,9.20,10.05
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700F,HIGH COURT,ELLIS NAGAR,10.10,10.55
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700E,ELLIS NAGAR,INTEGRATED B.S.,11.00,11.35
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700E,INTEGRATED B.S.,ELLIS NAGAR,11.50,12.25
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700E,ELLIS NAGAR,INTEGRATED B.S.,12.30,13.05
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700E,INTEGRATED B.S.,ELLIS NAGAR,14.05,14.40
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700E,ELLIS NAGAR,INTEGRATED B.S.,14.45,15.20
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700E,INTEGRATED B.S.,ELLIS NAGAR,15.25,16.00
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700E,ELLIS NAGAR,INTEGRATED B.S.,16.15,16.50
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700E,INTEGRATED B.S.,ELLIS NAGAR,16.55,17.30
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700F,ELLIS NAGAR,HIGH COURT,17.35,18.20
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700F,HIGH COURT,ELLIS NAGAR,18.25,19.10
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700E,ELLIS NAGAR,INTEGRATED B.S.,19.15,19.50
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700E,INTEGRATED B.S.,ELLIS NAGAR,20.05,20.40
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700E,ELLIS NAGAR,INTEGRATED B.S.,20.45,21.20
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700,INTEGRATED B.S.,PBS,21.30,21.53
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,700,PBS,INTEGRATED B.S.,22.00,22.23
PDR,700E,B,SLF,C,ENR-INTEGRATED B.S.,2G/,INTEGRATED B.S.,PUDUR,22.25,22.35
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A/,PERIAILANDAIKULAM,THATHAGOUNDANPATTI,5.00,5.05
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A,THATHAGOUNDANPATTI,PBS,5.10,6.15
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A,PBS,THATHAGOUNDANPATTI,6.35,7.30
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A,THATHAGOUNDANPATTI,PBS,7.35,8.35
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A,PBS,THATHAGOUNDANPATTI,8.40,9.40
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A,THATHAGOUNDANPATTI,PBS,9.45,10.45
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A,PBS,THATHAGOUNDANPATTI,11.10,12.10
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A,THATHAGOUNDANPATTI,PBS,12.15,13.15
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A,PBS,THATHAGOUNDANPATTI,15.10,16.10
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A,THATHAGOUNDANPATTI,PBS,16.15,17.15
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A,PBS,THATHAGOUNDANPATTI,17.20,18.20
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A,THATHAGOUNDANPATTI,PBS,18.35,19.35
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A,PBS,THATHAGOUNDANPATTI,19.40,20.40
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A,THATHAGOUNDANPATTI,PBS,20.45,21.40
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A,PBS,THATHAGOUNDANPATTI,22.10,23.10
ENR,70A,A,EXP,C,PBS-THATHAGOUNDANPATTI,70A/,THATHAGOUNDANPATTI,PERIAILANDAIKULAM,23.11,23.15
SVN,71,A,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,6.15,7.18
SVN,71,A,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,7.33,8.33
SVN,71,A,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,8.38,9.38
SVN,71,A,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,9.43,10.43
SVN,71,A,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,10.48,11.48
SVN,71,A,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,11.53,12.53
SVN,71,A,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,12.58,13.58
SVN,71,A,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,14.13,15.13
SVN,71,A,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,15.18,16.18
SVN,71,A,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,16.33,17.33
SVN,71,A,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,17.38,18.38
SVN,71,A,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,18.43,19.43
SVN,71,A,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,19.48,20.48
SVN,71,A,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,20.53,21.53
SVN,71,B,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,6.31,7.31
SVN,71,B,SLF,C,PBS-VADIPATTI,71X,PBS,VADIPATTI GIRLS HSS,7.46,8.48
SVN,71,B,SLF,C,PBS-VADIPATTI,71X,VADIPATTI GIRLS HSS,PBS,8.51,9.53
SVN,71,B,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,9.56,10.56
SVN,71,B,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,11.01,12.01
SVN,71,B,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,12.06,13.06
SVN,71,B,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,13.11,14.11
SVN,71,B,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,14.26,15.26
SVN,71,B,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,15.31,16.31
SVN,71,B,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,16.46,17.46
SVN,71,B,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,17.51,18.51
SVN,71,B,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,18.56,19.56
SVN,71,B,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,20.01,21.01
SVN,71,B,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,21.06,22.06
SVN,71,C,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,6.44,7.44
SVN,71,C,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,7.59,8.59
SVN,71,C,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,9.04,10.04
SVN,71,C,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,10.09,11.09
SVN,71,C,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,11.14,12.14
SVN,71,C,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,12.19,13.19
SVN,71,C,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,13.24,14.24
SVN,71,C,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,14.39,15.39
SVN,71,C,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,15.44,16.44
SVN,71,C,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,16.59,17.59
SVN,71,C,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,18.04,19.04
SVN,71,C,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,19.09,20.09
SVN,71,C,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,20.14,21.14
SVN,71,C,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,21.19,22.19
SVN,71,D,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,4.45,5.40
SVN,71,D,SLF,C,PBS-VADIPATTI,98A,PBS,VADIPATTI,5.55,7.00
SVN,71,D,SLF,C,PBS-VADIPATTI,98A,VADIPATTI,PBS,7.15,8.25
SVN,71,D,SLF,C,PBS-VADIPATTI,700B,PBS,PANDI KOVIL,8.35,9.10
SVN,71,D,SLF,C,PBS-VADIPATTI,700B,PANDI KOVIL,PBS,9.15,9.45
SVN,71,D,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,10.00,11.00
SVN,71,D,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,11.05,12.05
SVN,71,D,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,12.10,13.10
SVN,71,D,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,14.25,15.25
SVN,71,D,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,15.35,16.35
SVN,71,D,SLF,C,PBS-VADIPATTI,98A,VADIPATTI,PBS,16.40,17.50
SVN,71,D,SLF,C,PBS-VADIPATTI,700B,PBS,PANDI KOVIL,17.55,18.30
SVN,71,D,SLF,C,PBS-VADIPATTI,700B,PANDI KOVIL,PBS,18.35,19.10
SVN,71,D,SLF,C,PBS-VADIPATTI,98A,PBS,VADIPATTI,19.15,20.25
SVN,71,D,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,20.35,21.35
SVN,71,D,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,21.45,22.45
ENR,71,E,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,6.31,7.31
ENR,71,E,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,7.46,8.46
ENR,71,E,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,8.51,9.51
ENR,71,E,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,9.56,10.56
ENR,71,E,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,11.01,12.01
ENR,71,E,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,12.06,13.06
ENR,71,E,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,13.11,14.11
ENR,71,E,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,14.16,15.16
ENR,71,E,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,15.31,16.31
ENR,71,E,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,16.36,17.36
ENR,71,E,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,17.51,18.51
ENR,71,E,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,18.56,19.56
ENR,71,E,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,20.01,21.01
ENR,71,E,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,21.06,22.06
SVN,71,F,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,5.30,6.30
SVN,71,F,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,6.44,7.44
SVN,71,F,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,7.59,8.59
SVN,71,F,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,9.04,10.04
SVN,71,F,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,10.09,11.09
SVN,71,F,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,11.14,12.14
SVN,71,F,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,12.19,13.19
SVN,71,F,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,13.24,14.24
SVN,71,F,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,14.29,15.29
SVN,71,F,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,15.44,16.44
SVN,71,F,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,16.49,17.49
SVN,71,F,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,18.04,19.04
SVN,71,F,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,19.09,20.09
SVN,71,F,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,20.14,21.14
ENR,71,G,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,5.45,6.40
ENR,71,G,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,6.57,7.57
ENR,71,G,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,8.12,9.12
ENR,71,G,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,9.17,10.17
ENR,71,G,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,10.22,11.22
ENR,71,G,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,11.27,12.27
ENR,71,G,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,12.32,13.32
ENR,71,G,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,13.37,14.37
ENR,71,G,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,14.52,15.52
ENR,71,G,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,15.57,16.57
ENR,71,G,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,17.12,18.12
ENR,71,G,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,18.17,19.17
ENR,71,G,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,19.22,20.22
ENR,71,G,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,20.27,21.27
SVN,71,H,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,5.05,6.00
SVN,71,H,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,6.05,7.05
SVN,71,H,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,7.10,8.10
SVN,71,H,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,8.25,9.25
SVN,71,H,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,9.30,10.30
SVN,71,H,SLF,C,PBS-VADIPATTI,71,PBS,VADIPATTI,10.35,11.35
SVN,71,H,SLF,C,PBS-VADIPATTI,71,VADIPATTI,PBS,11.40,12.40
